,address,commission_district,date_and_time,flood_depth_measured_here,flood_type,has_this_location_flooded,municipality,flood_depth_measured_here_other,what_properties_are_flooded_oth,water_depth_in_inches,what_properties_are_flooded,zip_code,temperature,atmospheric_pressure,air_humidity,wind_speed,wind_gust,wind_direction,longitude,latitude,horizontal_accuracy,date,geometry
340,"330 N Federal Hwy, Hollywood, Florida, 33020",6,"Thu, 24 Aug 2017 18:51:51 GMT",,rainfall_storm_hurricane,,HOLLYWOOD,,,,,33020,,,,,,,-80.14314159,26.01404835,,2017-08-24 18:51:51,POINT (-80.1431415879999 26.0140483550001)
341,"1500-1598 Cleveland St, Hollywood, Florida, 33020",6,"Fri, 25 Aug 2017 12:44:30 GMT",,rainfall_storm_hurricane,,HOLLYWOOD,,,,,33020,,,,,,,-80.13915933,26.02361644,,2017-08-25 12:44:30,POINT (-80.13915933 26.0236164370001)
342,"1500 SW 20th St, Fort Lauderdale, Florida, 33315",8,"Fri, 25 Aug 2017 17:22:14 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33315,,,,,,,-80.16107578,26.09599658,,2017-08-25 17:22:14,POINT (-80.1610757779999 26.095996584)
343,"1500 SW 20th St, Fort Lauderdale, Florida, 33315",8,"Fri, 25 Aug 2017 17:23:40 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33315,,,,,,,-80.16107578,26.09599658,,2017-08-25 17:23:40,POINT (-80.1610757779999 26.095996584)
344,"801-899 N Andrews Ave, Fort Lauderdale, Florida, 33311",8,"Fri, 25 Aug 2017 17:31:42 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33311,,,,,,,-80.14410278,26.13326389,,2017-08-25 17:31:42,POINT (-80.144102778 26.133263889)
345,"801-899 N Andrews Ave, Fort Lauderdale, Florida, 33311",8,"Fri, 25 Aug 2017 17:35:15 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33311,,,,,,,-80.14411111,26.13356389,,2017-08-25 17:35:15,POINT (-80.144111111 26.1335638890001)
346,"1500-1598 Grant St, Hollywood, Florida, 33020",6,"Mon, 28 Aug 2017 11:51:41 GMT",,rainfall_storm_hurricane,,HOLLYWOOD,,,,,33020,,,,,,,-80.1392388,26.01992213,,2017-08-28 11:51:41,POINT (-80.139238801 26.0199221290001)
347,"NW 34th St, Fort Lauderdale, Florida, 33319",9,"Mon, 28 Aug 2017 12:28:54 GMT",,rainfall_storm_hurricane,,LAUDERHILL,,,,,33319,,,,,,,-80.2494765,26.168526,,2017-08-28 12:28:54,POINT (-80.2494765 26.168526)
348,"49 SE 9th Ter, Deerfield Beach, Florida, 33441",2,"Mon, 28 Aug 2017 13:54:00 GMT",,rainfall_storm_hurricane,,DEERFIELD BEACH,,,,,33441,,,,,,,-80.09171065,26.31641673,,2017-08-28 13:54:00,POINT (-80.091710653 26.316416734)
349,"Hollywood, Florida",6,"Mon, 28 Aug 2017 20:49:47 GMT",,rainfall_storm_hurricane,,HOLLYWOOD,,,,,33020,,,,,,,-80.16008,26.01041,,2017-08-28 20:49:47,POINT (-80.1600799999999 26.01041)
350,"2911 NE 53rd St, Pompano Beach, Florida, 33064",4,"Mon, 11 Sep 2017 18:06:27 GMT",,rainfall_storm_hurricane,,LIGHTHOUSE POINT,,,,,33064,,,,,,,-80.08350018,26.2967324,,2017-09-11 18:06:27,POINT (-80.083500181 26.296732402)
351,"900 N North Lake Dr, Hollywood, Florida, 33019",6,"Fri, 15 Sep 2017 17:36:57 GMT",,rainfall_storm_hurricane,,HOLLYWOOD,,,,,33019,,,,,,,-80.12250926,26.01841664,,2017-09-15 17:36:57,POINT (-80.122509258 26.01841664)
352,"800-822 N North Lake Dr, Hollywood, Florida, 33019",6,"Fri, 15 Sep 2017 17:42:16 GMT",,rainfall_storm_hurricane,,HOLLYWOOD,,,,,33019,,,,,,,-80.12147929,26.01860947,,2017-09-15 17:42:16,POINT (-80.12147929 26.0186094700001)
353,"2424 E Las Olas Blvd, Fort Lauderdale, Florida, 33301",4,"Fri, 15 Sep 2017 17:51:46 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.11323956,26.12011953,,2017-09-15 17:51:46,POINT (-80.1132395549999 26.120119528)
354,"1500-1898 SE 10th St, Fort Lauderdale, Florida, 33316",4,"Fri, 15 Sep 2017 18:20:58 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33316,,,,,,,-80.12264942,26.11039816,,2017-09-15 18:20:58,POINT (-80.1226494219999 26.1103981570001)
355,"Sawgrass Mills, Sunrise, Florida",9,"Fri, 15 Sep 2017 19:07:22 GMT",,rainfall_storm_hurricane,,SUNRISE,,,,,33323,,,,,,,-80.3193718,26.14936415,,2017-09-15 19:07:22,POINT (-80.319371804 26.1493641540001)
356,"1872-1876 Sawgrass Mills Cir, Fort Lauderdale, Florida, 33323",9,"Fri, 15 Sep 2017 19:09:20 GMT",,rainfall_storm_hurricane,,SUNRISE,,,,,33323,,,,,,,-80.31761227,26.1497879,,2017-09-15 19:09:20,POINT (-80.317612275 26.149787904)
357,"12527-12531 W Sunrise Blvd, Fort Lauderdale, Florida, 33323",9,"Fri, 15 Sep 2017 19:11:06 GMT",,rainfall_storm_hurricane,,SUNRISE,,,,,33323,,,,,,,-80.31718312,26.14666752,,2017-09-15 19:11:06,POINT (-80.317183122 26.146667521)
358,"Sawgrass Mills, Sunrise, Florida",9,"Fri, 15 Sep 2017 19:13:58 GMT",,rainfall_storm_hurricane,,SUNRISE,,,,,33323,,,,,,,-80.31920014,26.15113619,,2017-09-15 19:13:58,POINT (-80.319200143 26.1511361930001)
359,"9511 SW 49th St, Fort Lauderdale, Florida, 33328",5,"Fri, 15 Sep 2017 19:18:14 GMT",,rainfall_storm_hurricane,,COOPER CITY,,,,,33328,,,,,,,-80.2800655,26.06297262,,2017-09-15 19:18:14,POINT (-80.2800655029999 26.0629726230001)
360,"9511 SW 49th St, Fort Lauderdale, Florida, 33328",5,"Fri, 15 Sep 2017 19:20:50 GMT",,rainfall_storm_hurricane,,COOPER CITY,,,,,33328,,,,,,,-80.28002259,26.06304972,,2017-09-15 19:20:50,POINT (-80.2800225869999 26.063049725)
361,"46-150 Weston Rd, Fort Lauderdale, Florida, 33326",5,"Fri, 15 Sep 2017 19:30:58 GMT",,rainfall_storm_hurricane,,SUNRISE,,,,,33326,,,,,,,-80.36053177,26.122895,,2017-09-15 19:30:58,POINT (-80.3605317729999 26.1228950020001)
362,"60 Weston Rd, Fort Lauderdale, Florida, 33326",5,"Fri, 15 Sep 2017 19:33:03 GMT",,rainfall_storm_hurricane,,SUNRISE,,,,,33326,,,,,,,-80.3608751,26.1220473,,2017-09-15 19:33:03,POINT (-80.360875096 26.122047303)
363,"2112 NE 17th Ave, Fort Lauderdale, Florida, 33305",4,"Wed, 20 Sep 2017 18:04:48 GMT",,rainfall_storm_hurricane,,WILTON MANORS,,,,,33305,,,,,,,-80.12466022,26.1548967,,2017-09-20 18:04:48,POINT (-80.124660219 26.1548967040001)
364,"1-99 N Beach Rd, Dania, Florida, 33004",6,"Thu, 21 Sep 2017 15:02:02 GMT",,rainfall_storm_hurricane,,DANIA BEACH,,,,,33004,,,,,,,-80.11193833,26.05604667,,2017-09-21 15:02:02,POINT (-80.111938333 26.056046667)
365,"Sawgrass Mills, Sunrise, Florida",9,"Thu, 21 Sep 2017 19:24:40 GMT",,rainfall_storm_hurricane,,SUNRISE,,,,,33323,,,,,,,-80.31570556,26.14781667,,2017-09-21 19:24:40,POINT (-80.315705555 26.147816667)
366,"Sawgrass Mills, Sunrise, Florida",9,"Thu, 21 Sep 2017 19:25:41 GMT",,rainfall_storm_hurricane,,SUNRISE,,,,,33323,,,,,,,-80.31570556,26.14781667,,2017-09-21 19:25:41,POINT (-80.315705555 26.147816667)
367,"8001-8081 SW 10th St, Fort Lauderdale, Florida, 33324",5,"Thu, 21 Sep 2017 19:36:49 GMT",,rainfall_storm_hurricane,,PLANTATION,,,,,33324,,,,,,,-80.25182222,26.10921945,,2017-09-21 19:36:49,POINT (-80.251822222 26.1092194450001)
368,"8001-8081 SW 10th St, Fort Lauderdale, Florida, 33324",5,"Thu, 21 Sep 2017 19:37:22 GMT",,rainfall_storm_hurricane,,PLANTATION,,,,,33324,,,,,,,-80.25177778,26.10927778,,2017-09-21 19:37:22,POINT (-80.251777778 26.109277778)
369,"4600-5198 Godfrey Rd, Pompano Beach, Florida, 33067",2,"Sat, 23 Sep 2017 01:09:31 GMT",,rainfall_storm_hurricane,,PARKLAND,,,,,33067,,,,,,,-80.22314789,26.29378283,,2017-09-23 01:09:31,POINT (-80.22314789 26.293782826)
370,"N Fort Lauderdale Beach Blvd & E Sunrise Blvd, Fort Lauderdale, Florida, 33304",4,"Wed, 27 Sep 2017 19:02:56 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33304,,,,,,,-80.1029655,26.138016,,2017-09-27 19:02:56,POINT (-80.1029655 26.138016)
371,"982-998 N Atlantic Blvd, Fort Lauderdale, Florida, 33304",4,"Wed, 27 Sep 2017 19:04:34 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33304,,,,,,,-80.10296282,26.13788236,,2017-09-27 19:04:34,POINT (-80.102962818 26.137882365)
372,"N Fort Lauderdale Beach Blvd, Fort Lauderdale, Florida, 33304",4,"Wed, 27 Sep 2017 19:06:34 GMT",,rainfall_storm_hurricane,,FORT LAUDERDALE,,,,,33304,,,,,,,-80.1028665,26.1390555,,2017-09-27 19:06:34,POINT (-80.1028664999999 26.1390555)
373,"201-305 NE 14th Ave, Hallandale, Florida, 33009",6,"Fri, 13 Oct 2017 16:30:41 GMT",,rainfall_storm_hurricane,,HALLANDALE BEACH,,,,,33009,,,,,,,-80.13432417,25.98774903,,2017-10-13 16:30:41,POINT (-80.1343241709999 25.9877490330001)
374,"201-305 NE 14th Ave, Hallandale, Florida, 33009",6,"Fri, 13 Oct 2017 16:32:52 GMT",,rainfall_storm_hurricane,,HALLANDALE BEACH,,,,,33009,,,,,,,-80.13430132,25.9875388,,2017-10-13 16:32:52,POINT (-80.13430132 25.987538799)
375,"1633 NW 36th Ct, Fort Lauderdale, Florida, 33309",8,"Fri, 14 Sep 2018 14:46:52 GMT",,high_tide_tidal_flooding,,OAKLAND PARK,,,,,33309,,,,,,,-80.16290278,26.16799167,,2018-09-14 14:46:52,POINT (-80.1629027769999 26.167991667)
376,"1212-1298 S South Lake Dr, Hollywood, Florida, 33019",6,"Sat, 06 Oct 2018 16:30:05 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.13146641,26.00789315,,2018-10-06 16:30:05,POINT (-80.1314664069999 26.00789315)
377,"1213-1299 S South Lake Dr, Hollywood, Florida, 33019",6,"Sat, 06 Oct 2018 19:00:13 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.1309834,26.00780367,,2018-10-06 19:00:13,POINT (-80.130983397 26.007803672)
378,"1212-1298 S South Lake Dr, Hollywood, Florida, 33019",6,"Sat, 06 Oct 2018 20:29:22 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.13115506,26.00728298,,2018-10-06 20:29:22,POINT (-80.131155058 26.007282983)
379,"1220 S South Lake Dr, Hollywood, Florida, 33019",6,"Sat, 06 Oct 2018 20:51:50 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.1312838,26.0072637,,2018-10-06 20:51:50,POINT (-80.131283804 26.007263698)
380,"8539-8677 NW 38th Dr, Coral Springs, Florida, 33065",3,"Sat, 06 Oct 2018 20:51:53 GMT",,high_tide_tidal_flooding,,CORAL SPRINGS,,,,,33065,,,,,,,-80.24180176,26.27537487,,2018-10-06 20:51:53,POINT (-80.241801758 26.275374872)
381,"1184-1198 S South Lake Dr, Hollywood, Florida, 33019",6,"Sun, 07 Oct 2018 12:56:32 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.13012778,26.00684444,,2018-10-07 12:56:32,POINT (-80.130127778 26.006844444)
382,South Lake,6,"Sun, 07 Oct 2018 12:57:31 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.12351613,26.00826651,,2018-10-07 12:57:31,POINT (-80.123516127 26.008266506)
383,"1184-1198 S South Lake Dr, Hollywood, Florida, 33019",6,"Sun, 07 Oct 2018 12:57:57 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.13012778,26.00684444,,2018-10-07 12:57:57,POINT (-80.130127778 26.006844444)
384,"601-699 S 12th Ave, Hollywood, Florida, 33019",6,"Sun, 07 Oct 2018 12:59:06 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.13010143,26.00642086,,2018-10-07 12:59:06,POINT (-80.130101425 26.006420862)
385,"N Southlake Dr, Hollywood, Florida, 33019",6,"Sun, 07 Oct 2018 13:01:35 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.119611,26.010297,,2018-10-07 13:01:35,POINT (-80.119611 26.010297)
386,"E Hallandale Beach Blvd, Hallandale, Florida, 33009",6,"Sun, 07 Oct 2018 13:02:04 GMT",,high_tide_tidal_flooding,,HALLANDALE BEACH,,,,,33019,,,,,,,-80.12042622,25.98635708,,2018-10-07 13:02:04,POINT (-80.1204262219999 25.986357077)
387,"1205 Adams St, Hollywood, Florida, 33019",6,"Sun, 07 Oct 2018 13:02:18 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.13033664,26.0055336,,2018-10-07 13:02:18,POINT (-80.130336642 26.005533604)
388,"S Southlake Dr, Hollywood, Florida, 33019",6,"Sun, 07 Oct 2018 13:06:22 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.121411,26.005608,,2018-10-07 13:06:22,POINT (-80.121411 26.005608)
389,"1154 Jefferson St, Hollywood, Florida, 33019",6,"Sun, 07 Oct 2018 13:09:49 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.12996667,26.00629444,,2018-10-07 13:09:49,POINT (-80.129966667 26.006294445)
390,"2723 S Parkview Dr, Hallandale, Florida, 33009",6,"Sun, 07 Oct 2018 13:12:11 GMT",,high_tide_tidal_flooding,,HALLANDALE BEACH,,,,,33009,,,,,,,-80.1223145,25.99345494,,2018-10-07 13:12:11,POINT (-80.1223144969999 25.9934549440001)
391,"801-999 Adams St, Hollywood, Florida, 33019",6,"Sun, 07 Oct 2018 13:12:24 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.12305556,26.00557778,,2018-10-07 13:12:24,POINT (-80.123055555 26.005577778)
392,"858 Hollywood Blvd, Hollywood, Florida, 33019",6,"Sun, 07 Oct 2018 13:15:47 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.1229989,26.01160216,,2018-10-07 13:15:47,POINT (-80.1229989029999 26.011602162)
393,"933 NE 27th Ave, Hallandale, Florida, 33009",6,"Sun, 07 Oct 2018 13:17:55 GMT",,high_tide_tidal_flooding,,HALLANDALE BEACH,,,,,33009,,,,,,,-80.1223145,25.99654084,,2018-10-07 13:17:55,POINT (-80.1223144969999 25.99654084)
394,"S South Lake Dr, Hollywood, Florida, 33019",6,"Sun, 07 Oct 2018 13:22:07 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.121411,26.005608,,2018-10-07 13:22:07,POINT (-80.121411 26.005608)
395,"800 S 7th Ave, Hollywood, Florida, 33019",6,"Sun, 07 Oct 2018 13:25:00 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.11980953,26.00564405,,2018-10-07 13:25:00,POINT (-80.119809527 26.005644047)
396,"700 S South Lake Dr, Hollywood, Florida, 33019",6,"Sun, 07 Oct 2018 13:25:40 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.11992778,26.00561111,,2018-10-07 13:25:40,POINT (-80.119927778 26.0056111110001)
397,"800-898 S 7th Ave, Hollywood, Florida, 33019",6,"Sun, 07 Oct 2018 13:26:26 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.11982026,26.0056103,,2018-10-07 13:26:26,POINT (-80.119820256 26.005610297)
398,"1248 Monroe St, Hollywood, Florida, 33019",6,"Sun, 07 Oct 2018 13:27:21 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.13193848,26.00785458,,2018-10-07 13:27:21,POINT (-80.1319384769999 26.0078545800001)
399,"800 S 7th Ave, Hollywood, Florida, 33019",6,"Sun, 07 Oct 2018 13:28:27 GMT",,high_tide_tidal_flooding,,HOLLYWOOD,,,,,33019,,,,,,,-80.11963805,26.00536354,,2018-10-07 13:28:27,POINT (-80.119638052 26.005363544)
400,"1-99 N Beach Rd, Dania, Florida, 33004",6,"Tue, 16 Apr 2019 19:48:51 GMT",,high_tide_tidal_flooding,,DANIA BEACH,,,,,33004,,,,,,,-80.11171667,26.05704444,,2019-04-16 19:48:51,POINT (-80.1117166669999 26.057044445)
401,"N Beach Rd, Dania, Florida, 33004",6,"Tue, 16 Apr 2019 19:49:49 GMT",,high_tide_tidal_flooding,,DANIA BEACH,,,,,33004,,,,,,,-80.11208333,26.05503333,,2019-04-16 19:49:49,POINT (-80.112083334 26.055033334)
402,"100 Hendricks Is, Fort Lauderdale, Florida, 33301",4,"Tue, 16 Apr 2019 19:52:05 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.12152222,26.12379444,,2019-04-16 19:52:05,POINT (-80.121522223 26.123794445)
403,"100 Hendricks Is, Fort Lauderdale, Florida, 33301",4,"Tue, 16 Apr 2019 19:54:16 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.12148333,26.12383333,,2019-04-16 19:54:16,POINT (-80.121483334 26.1238333330001)
404,"2-598 Hendricks Is, Fort Lauderdale, Florida, 33301",4,"Tue, 16 Apr 2019 19:56:27 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.12199444,26.12382222,,2019-04-16 19:56:27,POINT (-80.1219944439999 26.123822222)
405,"400-698 Mola Ave, Fort Lauderdale, Florida, 33301",4,"Tue, 16 Apr 2019 19:57:38 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.12493889,26.11847222,,2019-04-16 19:57:38,POINT (-80.124938889 26.118472222)
406,Hugh Taylor Birch State Park,4,"Mon, 30 Sep 2019 19:46:37 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33304,,,,,,,-80.10441027,26.14128542,,2019-09-30 19:46:37,POINT (-80.1044102709999 26.1412854220001)
407,Hugh Taylor Birch State Park,4,"Tue, 01 Oct 2019 12:36:14 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33305,,,,,,,-80.10448263,26.15211017,,2019-10-01 12:36:14,POINT (-80.1044826299999 26.152110169)
408,"453-499 SW 2nd St, Fort Lauderdale, Florida, 33312",8,"Tue, 01 Oct 2019 13:32:01 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33312,,,,,,,-80.14810077,26.12047057,,2019-10-01 13:32:01,POINT (-80.148100772 26.120470566)
409,Stranahan House,4,"Thu, 03 Oct 2019 16:47:33 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.13731,26.11896,,2019-10-03 16:47:33,POINT (-80.13731 26.1189600000001)
410,"E Las Olas Blvd, Fort Lauderdale, Florida, 33301",4,"Thu, 03 Oct 2019 16:50:22 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.135181,26.1191655,,2019-10-03 16:50:22,POINT (-80.135181 26.1191655000001)
411,"Isle of Venice Dr, Fort Lauderdale, Florida, 33301",4,"Thu, 03 Oct 2019 16:53:13 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.12055375,26.123706,,2019-10-03 16:53:13,POINT (-80.1205537499999 26.123706)
412,Hugh Taylor Birch State Park,4,"Thu, 03 Oct 2019 16:57:04 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33304,,,,,,,-80.10532,26.13851,,2019-10-03 16:57:04,POINT (-80.10532 26.13851)
413,"Birch Park-Finger Streets, Fort Lauderdale, Florida",4,"Thu, 03 Oct 2019 17:00:18 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33304,,,,,,,-80.10965445,26.14284436,,2019-10-03 17:00:18,POINT (-80.1096544499999 26.1428443570001)
414,"Victoria Park, Fort Lauderdale, Florida",4,"Thu, 03 Oct 2019 17:02:51 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33304,,,,,,,-80.12992,26.13009,,2019-10-03 17:02:51,POINT (-80.12992 26.13009)
415,Victoria Park,4,"Thu, 03 Oct 2019 17:12:22 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33304,,,,,,,-80.11955007,26.13646998,,2019-10-03 17:12:22,POINT (-80.119550074 26.136469977)
416,"Sunrise Key, Fort Lauderdale, Florida",4,"Thu, 03 Oct 2019 17:14:34 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33304,,,,,,,-80.11682,26.12998,,2019-10-03 17:14:34,POINT (-80.11682 26.12998)
417,"Wilton Manors, Florida",4,"Thu, 03 Oct 2019 17:19:02 GMT",,high_tide_tidal_flooding,,WILTON MANORS,,,,,33305,,,,,,,-80.13943,26.15501,,2019-10-03 17:19:02,POINT (-80.13943 26.1550100000001)
418,"Wilton Manors, Florida",4,"Thu, 03 Oct 2019 17:22:57 GMT",,high_tide_tidal_flooding,,WILTON MANORS,,,,,33305,,,,,,,-80.13943,26.15501,,2019-10-03 17:22:57,POINT (-80.13943 26.1550100000001)
419,"Wilton Manors, Florida",4,"Thu, 03 Oct 2019 17:27:13 GMT",,high_tide_tidal_flooding,,WILTON MANORS,,,,,33305,,,,,,,-80.13943,26.15501,,2019-10-03 17:27:13,POINT (-80.13943 26.1550100000001)
420,"1728 NE 27th Dr, Fort Lauderdale, Florida, 33334",4,"Thu, 03 Oct 2019 17:30:46 GMT",,high_tide_tidal_flooding,,WILTON MANORS,,,,,33334,,,,,,,-80.12361972,26.16152338,,2019-10-03 17:30:46,POINT (-80.123619719 26.1615233750001)
421,"Wilton Manors, Florida",4,"Thu, 03 Oct 2019 17:32:07 GMT",,high_tide_tidal_flooding,,WILTON MANORS,,,,,33305,,,,,,,-80.13943,26.15501,,2019-10-03 17:32:07,POINT (-80.13943 26.1550100000001)
422,"Wilton Manors, Florida",4,"Thu, 03 Oct 2019 17:34:05 GMT",,high_tide_tidal_flooding,,WILTON MANORS,,,,,33305,,,,,,,-80.13943,26.15501,,2019-10-03 17:34:05,POINT (-80.13943 26.1550100000001)
423,"2960 NE 12th Ter, Fort Lauderdale, Florida, 33334",4,"Thu, 03 Oct 2019 17:37:53 GMT",,high_tide_tidal_flooding,,OAKLAND PARK,,,,,33334,,,,,,,-80.13058741,26.16481834,,2019-10-03 17:37:53,POINT (-80.1305874079999 26.164818336)
424,"101-203 NE 30th St, Fort Lauderdale, Florida, 33334",4,"Thu, 03 Oct 2019 17:42:30 GMT",,high_tide_tidal_flooding,,WILTON MANORS,,,,,33334,,,,,,,-80.14446011,26.16566721,,2019-10-03 17:42:30,POINT (-80.144460112 26.165667211)
425,"Middle River Terrace, Fort Lauderdale, Florida",4,"Thu, 03 Oct 2019 17:45:11 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33304,,,,,,,-80.13555,26.14653,,2019-10-03 17:45:11,POINT (-80.13555 26.14653)
426,"2700-2728 NE 16th Ave, Fort Lauderdale, Florida, 33334",4,"Thu, 03 Oct 2019 18:56:40 GMT",,high_tide_tidal_flooding,,WILTON MANORS,,,,,33334,,,,,,,-80.12638889,26.16153056,,2019-10-03 18:56:40,POINT (-80.1263888889999 26.161530556)
427,"462-498 N New River Dr E, Fort Lauderdale, Florida, 33301",4,"Thu, 03 Oct 2019 19:01:57 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.13807778,26.11826389,,2019-10-03 19:01:57,POINT (-80.138077778 26.118263889)
428,"1506 Brickell Dr, Fort Lauderdale, Florida, 33301",4,"Thu, 03 Oct 2019 19:03:53 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.12853889,26.11707778,,2019-10-03 19:03:53,POINT (-80.128538889 26.1170777780001)
429,"E Las Olas Blvd, Fort Lauderdale, Florida, 33301",4,"Thu, 03 Oct 2019 19:05:56 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33301,,,,,,,-80.11880555,26.12002778,,2019-10-03 19:05:56,POINT (-80.1188055549999 26.1200277780001)
430,Hugh Taylor Birch State Park,4,"Thu, 03 Oct 2019 19:07:31 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33304,,,,,,,-80.10581111,26.14252222,,2019-10-03 19:07:31,POINT (-80.105811111 26.142522222)
431,"Birch Park-Finger Streets, Fort Lauderdale, Florida",4,"Thu, 03 Oct 2019 19:08:41 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33304,,,,,,,-80.10676667,26.14313611,,2019-10-03 19:08:41,POINT (-80.1067666659999 26.143136111)
432,"717-739 NE 20th Ave, Fort Lauderdale, Florida, 33304",4,"Thu, 03 Oct 2019 19:10:13 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33304,,,,,,,-80.11971389,26.13272778,,2019-10-03 19:10:13,POINT (-80.119713889 26.1327277780001)
433,"717-739 NE 20th Ave, Fort Lauderdale, Florida, 33304",4,"Thu, 03 Oct 2019 19:11:50 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33304,,,,,,,-80.11973611,26.13262778,,2019-10-03 19:11:50,POINT (-80.119736111 26.132627778)
434,"2125-2223 Sunrise Key Blvd, Fort Lauderdale, Florida, 33304",4,"Thu, 03 Oct 2019 19:13:54 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33304,,,,,,,-80.11715833,26.12998333,,2019-10-03 19:13:54,POINT (-80.117158334 26.129983333)
435,"601-699 Second Key Dr, Fort Lauderdale, Florida, 33304",4,"Thu, 03 Oct 2019 19:14:48 GMT",,high_tide_tidal_flooding,,FORT LAUDERDALE,,,,,33304,,,,,,,-80.11745556,26.13000556,,2019-10-03 19:14:48,POINT (-80.117455556 26.1300055560001)
436,"2000 NE 15th Ave, Fort Lauderdale, Florida, 33305",4,"Thu, 03 Oct 2019 19:15:42 GMT",,high_tide_tidal_flooding,,WILTON MANORS,,,,,33305,,,,,,,-80.12883056,26.15394722,,2019-10-03 19:15:42,POINT (-80.128830556 26.153947223)
437,"1738 NE 27th Dr, Fort Lauderdale, Florida, 33334",4,"Thu, 03 Oct 2019 19:16:20 GMT",,high_tide_tidal_flooding,,WILTON MANORS,,,,,33334,,,,,,,-80.12348056,26.16179167,,2019-10-03 19:16:20,POINT (-80.123480555 26.161791667)
438,"1741-1823 NE 27th Dr, Fort Lauderdale, Florida, 33306",4,"Thu, 03 Oct 2019 19:17:15 GMT",,high_tide_tidal_flooding,,WILTON MANORS,,,,,33334,,,,,,,-80.12352778,26.16187222,,2019-10-03 19:17:15,POINT (-80.123527778 26.161872223)
