,original_reference_no,original_request_type,original_status,original_priority,original_assigned_dept,original_date,formatted,lat,lon,geometry
317,W073033-111522,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/15/2022 2:41 PM,"3408 Toledo Street, Coral Gables, FL 33134, United States of America",25.73930485,-80.2715439,POINT (-80.2715439 25.73930485)
318,W073031-111522,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/15/2022 2:34 PM,"3615 Anderson Road, Coral Gables, FL 33134, United States of America",25.7375059,-80.27010748,POINT (-80.27010748 25.7375059)
319,W073030-111522,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/15/2022 2:27 PM,"845 Catalonia Avenue, Coral Gables, FL 33134, United States of America",25.7437296,-80.27243232,POINT (-80.27243232 25.7437296)
320,W073027-111522,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/15/2022 2:06 PM,"749 Anastasia Avenue, Coral Gables, FL 33134, United States of America",25.74197325,-80.27002136,POINT (-80.27002136 25.74197325)
321,W073026-111522,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/15/2022 2:01 PM,"3602 Palmarito Street, Coral Gables, FL 33134, United States of America",25.73794895,-80.26866579,POINT (-80.26866579 25.73794895)
322,W073025-111 522,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/15/2022 1:58 PM,"707 Anastasia Avenue, Coral Gables, FL 33134, United States of America",25.7420724,-80.26836296,POINT (-80.26836296 25.7420724)
323,W073024-111 522,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/15/2022 1:31 PM,"3814 Riviera Drive, Coral Gables, FL 33134, United States of America",25.73640855,-80.26461691,POINT (-80.26461691 25.73640855)
324,W073022-111522,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/15/2022 1:26 PM,"580 University Drive, Coral Gables, FL 33134, United States of America",25.73828955,-80.26592442,POINT (-80.26592442 25.73828955)
325,W073021-111522,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/15/2022 1:23 PM,"416 Santander Avenue, Coral Gables, FL 33134, United States of America",25.7426193,-80.2631078,POINT (-80.2631078 25.7426193)
326,W073020-111522,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/15/20221:19 PM,"440 University Drive, Coral Gables, FL 33134, United States of America",25.7416022,-80.26303463,POINT (-80.26303463 25.7416022)
327,W073019-111522,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/15/20221:15 PM,"405 University Drive, Coral Gables, FL 33134, United States of America",25.7416595,-80.26409018,POINT (-80.26409018 25.7416595)
328,W073014-111522,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/15/2022 11:57 AM,"416 Santander Avenue, Coral Gables, FL 33134, United States of America",25.7426193,-80.2631078,POINT (-80.2631078 25.7426193)
329,W073013-111522,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/15/2022 11:54 AM,"950 University Drive, Coral Gables, FL 33134, United States of America",25.73480155,-80.27200936,POINT (-80.27200936 25.73480155)
330,W072973-111422,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/14/2022 2:42 PM,"624 Santander Avenue, Coral Gables, FL 33134, United States of America",25.7423999,-80.2674969,POINT (-80.2674969 25.7423999)
331,W072972-111422,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/14/2022 2:35 PM,"3700 Anderson Road, Coral Gables, FL 33134, United States of America",25.73710955,-80.2706049,POINT (-80.2706049 25.73710955)
332,W072971-111422,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/14/2022 2:30 PM,"2915 Granada Boulevard, Coral Gables, FL 33134, United States of America",25.7437216,-80.27437614,POINT (-80.27437614 25.7437216)
333,W072865-110922,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/9/202211:18AM,"640 Santander Avenue, Coral Gables, FL 33134, United States of America",25.7423943,-80.26788485,POINT (-80.26788485 25.7423943)
334,W072851-110822,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/8/2022 3:25 PM,"921 University Drive, Coral Gables, FL 33134, United States of America",25.73550545,-80.27212664,POINT (-80.27212664 25.73550545)
335,W072850-110822,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/8/2022 3:22 PM,"3705 Granada Boulevard, Coral Gables, FL 33134, United States of America",25.7374924,-80.2740379,POINT (-80.2740379 25.7374924)
336,W072849-110822,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/8/2022 3:19 PM,"2901 Granada Boulevard, Coral Gables, FL 33134, United States of America",25.74403265,-80.27438059,POINT (-80.27438059 25.74403265)
337,W072848-110822,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/8/2022 3:16 PM,"3402 Toledo Street, Coral Gables, FL 33134, United States of America",25.7396545,-80.27165881,POINT (-80.27165881 25.7396545)
338,W072847-110822,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/8/2022 3:04 PM,"3405 Banos Court, Coral Gables, FL 33134, United States of America",25.73988165,-80.27289544,POINT (-80.27289544 25.73988165)
339,W072835-110822,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/8/2022 2:19 PM,"3411 Toledo Street, Coral Gables, FL 33134, United States of America",25.7392851,-80.27102595,POINT (-80.27102595 25.7392851)
340,W072824-110822,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/8/2022 11:49 AM,"3807 Granada Boulevard, Coral Gables, FL 33134, United States of America",25.7366825,-80.27404863,POINT (-80.27404863 25.7366825)
341,W072823-110822,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/8/2022 11:46 AM,"3516 Durango Street, Coral Gables, FL 33134, United States of America",25.73874845,-80.27364886,POINT (-80.27364886 25.73874845)
342,W072821-110822,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/8/2022 11:40 AM,"730 Escobar Avenue, Coral Gables, FL 33134, United States of America",25.737868,-80.26961308,POINT (-80.26961308 25.737868)
343,W072819-110822,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/8/2022 11:23 AM,"3315 Durango Street, Coral Gables, FL 33134, United States of America",25.740411,-80.27317229,POINT (-80.27317229 25.740411)
344,W072817-110822,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/8/202211:19AM,"625 Santander Avenue, Coral Gables, FL 33134, United States of America",25.7427673,-80.2677633,POINT (-80.2677633 25.7427673)
345,W072815-110822,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/8/2022 11:OS AM,"907 Anastasia Avenue, Coral Gables, FL 33134, United States of America",25.7419682,-80.27293148,POINT (-80.27293148 25.7419682)
346,W072814-110822,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/8/2022 11:02 AM,"3300 Durango Street, Coral Gables, FL 33134, United States of America",25.7410045,-80.27390379,POINT (-80.27390379 25.7410045)
347,W072813-110822,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/8/2022 10:59 AM,"2901 Granada Boulevard, Coral Gables, FL 33134, United States of America",25.74403265,-80.27438059,POINT (-80.27438059 25.74403265)
348,W072812-110822,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/8/2022 10:56 AM,"3611 Durango Street, Coral Gables, FL 33134, United States of America",25.73797285,-80.27322523,POINT (-80.27322523 25.73797285)
349,W072811-110822,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/8/2022 10:51 AM,"3275 Riviera Drive, Coral Gables, FL 33134, United States of America",25.7412504,-80.2683074,POINT (-80.2683074 25.7412504)
350,W072809-110822,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/8/2022 10:38 AM,"635 Anastasia Avenue, Coral Gables, FL 33134, United States of America",25.74207605,-80.2678782,POINT (-80.2678782 25.74207605)
351,W072763-110722,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,11/7/202211:21 AM,"6900 Mira Flores Avenue, Coral Gables, FL 33143, United States of America",25.7022644,-80.2532347,POINT (-80.2532347 25.7022644)
352,W072666-110322,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/3/2022 1:36 PM,"628 Aledo Avenue, Coral Gables, FL 33134, United States of America",25.7388333,-80.26745695,POINT (-80.26745695 25.7388333)
353,W072665-110322,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/3/2022 1:33 PM,"730 Escobar Avenue, Coral Gables, FL 33134, United States of America",25.737868,-80.26961308,POINT (-80.26961308 25.737868)
354,W072662-110322,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/3/2022 1:19 PM,"3701 Durango Street, Coral Gables, FL 33134, United States of America",25.73749855,-80.27332236,POINT (-80.27332236 25.73749855)
355,W072658-110322,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/3/2022 11:58 AM,"3707 Toledo Street, Coral Gables, FL 33134, United States of America",25.73683855,-80.27094799,POINT (-80.27094799 25.73683855)
356,W072656-110322,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/3/2022 11:53 AM,"743 Anastasia Avenue, Coral Gables, FL 33134, United States of America",25.7420286,-80.26973414,POINT (-80.26973414 25.7420286)
357,W072655-110322,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/3/2022 11:48 AM,"3317 Toledo Street, Coral Gables, FL 33134, United States of America",25.74020775,-80.2715617,POINT (-80.2715617 25.74020775)
358,W072653-110322,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/3/2022 11:39 AM,"3304 Durango Street, Coral Gables, FL 33134, United States of America",25.7407145,-80.27381089,POINT (-80.27381089 25.7407145)
359,W072651-110322,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/3/2022 11:35 AM,"900 Calbira Avenue, Coral Gables, FL 33134, United States of America",25.73988,-80.271743,POINT (-80.271743 25.73988)
360,W072650-110322,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/3/2022 11:31 AM,"824 Anastasia Avenue, Coral Gables, FL 33134, United States of America",25.7414161,-80.27172809,POINT (-80.27172809 25.7414161)
361,W072620-110222,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/2/2022 4:35 PM,"3501 Durango Street, Coral Gables, FL 33134, United States of America",25.7390476,-80.27310759,POINT (-80.27310759 25.7390476)
362,W072619-110222,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,11/2/2022 4:02 PM,"150 Giralda Avenue, Coral Gables, FL 33134, United States of America",25.7511377,-80.2577724,POINT (-80.2577724 25.7511377)
363,W072142-1 01922,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,10/19/2022 12:50 PM,"1347 Bird Road, Coral Gables, FL 33146, United States of America",25.734153,-80.281746,POINT (-80.281746 25.734153)
364,W071925-101322,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,10/13/2022 3:59 PM,"1231 Columbus Boulevard, Coral Gables, FL 33134, United States of America",25.7592908,-80.27883778,POINT (-80.27883778 25.7592908)
365,W071923-101322,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,10/13/2022 3:55 PM,"1231 Tangier Street, Coral Gables, FL 33134, United States of America",25.7592354,-80.27813343,POINT (-80.27813343 25.7592354)
366,W071922-1 01322,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,10/13/2022 3:50 PM,"440 Santander Avenue, Coral Gables, FL 33134, United States of America",25.74254285,-80.26422178,POINT (-80.26422178 25.74254285)
367,W071921-101322,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,10/13/2022 3:46 PM,"1650 Galiano Street, Coral Gables, FL 33134, United States of America",25.75708733,-80.25703467,POINT (-80.25703467 25.75708733)
368,W071807-101122,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,10/11/2022 12:31 PM,"2025 Red Road, Miami, FL 33155-2230, United States of America",25.75209991,-80.28704776,POINT (-80.28704776 25.75209991)
369,W071721-100922,Storm Drain/ Catch Basin,Completed,Medium,PW- Central and Engineering,10/9/2022 4:50 PM,"748 Majorca Avenue, Coral Gables, FL 33134, United States of America",25.75424135,-80.27113271,POINT (-80.27113271 25.75424135)
370,W071713-100722,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,10/7/2022 2:44 PM,"60 Campina Court, Coral Gables, FL 33134, United States of America",25.77009885,-80.25739716,POINT (-80.25739716 25.77009885)
371,W071507-100322,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,10/3/2022 12:04 PM,"132 Paloma Drive, Coral Gables, FL 33143, United States of America",25.6975092,-80.2514133,POINT (-80.2514133 25.6975092)
372,W071476-093022,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,9/30/2022 2:47 PM,"234 Antiquera Avenue, Coral Gables, FL 33134, United States of America",25.7634151,-80.26059777,POINT (-80.26059777 25.7634151)
373,W071432-092922,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,9/29/2022 10:02 PM,"Coral Gables, FL, United States of America",25.66241551,-80.28675805,POINT (-80.28675805 25.66241551)
374,W071402-092922,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,9/29/2022 9:40 AM,"11 Menores Avenue, Coral Gables, FL 33134, United States of America",25.7585334,-80.2555866,POINT (-80.2555866 25.7585334)
375,W071387-092822,Storm Drain/ Catch Basin,Completed,Medium,PW- Central and Engineering,9/28/2022 3:25 PM,"1012 Columbus Boulevard, Coral Gables, FL 33134, United States of America",25.76127625,-80.2793867,POINT (-80.2793867 25.76127625)
376,W071379-092822,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,9/28/2022 11:17 AM,"40 East Sunrise Avenue, Coral Gables, FL 33133, United States of America",25.70752025,-80.25035763,POINT (-80.25035763 25.70752025)
377,W071366-092822,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,9/28/2022 8:31 AM,"132 Paloma Drive, Coral Gables, FL 33143, United States of America",25.6975092,-80.2514133,POINT (-80.2514133 25.6975092)
378,W071354-092722,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,9/27/2022 3:18 PM,"816 Granada Groves Court, Coral Gables, FL 33134, United States of America",25.7633329,-80.27722121,POINT (-80.27722121 25.7633329)
379,W071351-092722,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,912712022 3:03 PM,"2501 Ponce de Leon Boulevard, Coral Gables, FL 33134, United States of America",25.7485211,-80.2581881,POINT (-80.2581881 25.7485211)
380,W071350-092722,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,9/27/2022 2:59 PM,"120 Gavilan Avenue, Coral Gables, FL 33143, United States of America",25.6983888,-80.2527973,POINT (-80.2527973 25.6983888)
381,W071341-092722,(Internal) - Drainage Assessments/Improvements,In Progress,Medium,PW- Central and Engineering,9/27/2022 1:32 PM,"918 Santiago Street, Coral Gables, FL 33134, United States of America",25.7621203,-80.27272353,POINT (-80.27272353 25.7621203)
382,W071338-092722,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,9/27/2022 1:25 PM,"915 Valencia Avenue, Coral Gables, FL 33134, United States of America",25.74723475,-80.27343747,POINT (-80.27343747 25.74723475)
383,W071319-092722,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,9/27/2022 1O:12 AM,"3501 Riviera Drive, Coral Gables, FL 33134, United States of America",25.7391966,-80.26428952,POINT (-80.26428952 25.7391966)
384,W071317-092722,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,9/27/2022 10:08 AM,"6940 Granada Boulevard, Coral Gables, FL 33146, United States of America",25.7058187,-80.26332887,POINT (-80.26332887 25.7058187)
385,W071316-092722,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,9/27/2022 9:41 AM,"438 Malaga Avenue, Coral Gables, FL 33134, United States of America",25.7432471,-80.2640265,POINT (-80.2640265 25.7432471)
386,W071315-092722,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,9/27/2022 9:24 AM,"1508 Mantua Avenue, Coral Gables, FL 33146, United States of America",25.7255582,-80.28468706,POINT (-80.28468706 25.7255582)
387,W071314-092722,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,9/27/2022 9:15 AM,"1012 Alfonso Avenue, Coral Gables, FL 33146, United States of America",25.7077432,-80.27046219,POINT (-80.27046219 25.7077432)
388,W071313-092722,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,9/27/2022 9:05 AM,"1556 Murcia Avenue, Coral Gables, FL 33134, United States of America",25.7370463,-80.28636449,POINT (-80.28636449 25.7370463)
389,W071309-092722,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,9/27/2022 8:31 AM,"4510 Santa Maria Street, Coral Gables, FL 33146, United States of America",25.72964105,-80.27837463,POINT (-80.27837463 25.72964105)
390,W071303-092622,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,9/26/2022 5:35 PM,"1315 Alegriano Avenue, Coral Gables, FL 33146, United States of America",25.7276534,-80.27866381,POINT (-80.27866381 25.7276534)
391,W071288-092622,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,9/26/2022 2:29 PM,"912 Tangier Street, Coral Gables, FL 33134, United States of America",25.76198225,-80.27863144,POINT (-80.27863144 25.76198225)
392,W071254-092622,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,9/26/2022 9:06 AM,"326 Fluvia Avenue, Coral Gables, FL 33134, United States of America",25.7367384,-80.26135011,POINT (-80.26135011 25.7367384)
393,W071231-092322,(Internal) - Drainage Assessments/Improvements,Assigned,Medium,PW- Central and Engineering,9/23/2022 4:04 PM,"271 Vistalmar Street, Coral Gables, FL 33143, United States of America",25.7031234,-80.2595325,POINT (-80.2595325 25.7031234)
394,W071080-092022,(Internal) - Drainage Assessments/Improvements,Completed,Medium,PW- Central and Engineering,9/20/2022 9:48 AM,"812 Alberca Street, Coral Gables, FL 33134, United States of America",25.7635154,-80.27648026,POINT (-80.27648026 25.7635154)
395,W071025-091922,Storm Drain/ Catch Basin,Completed,Medium,PW - Utilities,9/19/2022 11:29 AM,"130 Mendoza Avenue, Coral Gables, FL 33134, United States of America",25.7571541,-80.2581861,POINT (-80.2581861 25.7571541)
